cluster_id,sample_tags,rating,failure_reason
1,AI Interviews | AI Job Search | AI Presenter Selection | AI Question Answering | AI Receptionist,Mixed,"AI interviews, question answering, and receptionist functions involve conversational interaction, while job search and presenter selection are search or selection capabilities."
6,Text-to-Image | Image-to-Text Conversion | Profile Picture Cropping | Text-to-Image Portrait Generation,Mixed,"Only the two text-to-image tags share an image generation capability, while image-to-text conversion and profile picture cropping perform different functions."
7,One-Click Deployment | One-Click Enhancements | One-Click Publishing | One-Click SEO Fixes,Mixed,"The tags describe distinct functions, with only deployment and publishing forming a coherent release-related capability."
8,Custom Vocabulary | Cursor Tracking | Face Tracking | Keyword Tracking | Speaking Time Tracking | Vocabulary Tracking,Good,
22,Account Monitoring | Client Intelligence Management | Information Comparison | Information Monitoring | Information Organization | Metrics Monitoring | Public Information Scanning | Sender Reputation Monitoring | Usage Monitoring | Webpage Monitoring | Website Diagnostics,Mixed,"Most tags involve monitoring or scanning, but several describe management, comparison, organization, or diagnostics instead."
23,AI Chat | AI Character Chat | Multi-Model Chat | AI Chat Creation | AI Chatbot Building | AI Conversation Automation | AI Customer Conversations | AI Meeting Chat | AI PDF Chat | Chat Analysis | Chat Import | Chat-Based Agent Testing | Chatbot Assistance | Chatbot Automation | Chatbot Customization | Conversational AI | Conversational AI Assistance | File-Based AI Chat | Large Language Model Chat | Multi-AI Chat | Multi-Model AI Chat,Mixed,"Most tags describe AI chat interactions, but several instead concern chatbot building, automation, customization, analysis, import, or testing."
26,Content Generation | Presentation Generation | Article Generation | Content Brief Generation | Documentation Generation | FAQ Generation | Outline Generation | App Generation | Document Generation | Full-Stack App Generation | Landing Page Generation | Visual Content Generation | Banner Generation | Bulk Content Generation | Compliance Document Generation | Container Generation | Content Calendar Generation | Deck Generation | Document Flow Generation | Elementor Page Generation | File Generation | Long-Form Article Generation | Metadata Generation | Print Generation | Reference-Based Generation | Research Generation | Rubric Generation | Scheduled Content Generation | Spreadsheet Generation | Stem Generation | Table of Contents Generation | Teaching Material Generation | Theme Generation | Timestamp Generation | Web Application Generation | Widget Generation | Wikipedia-Style Article Generation | World Generation,Mixed,"Most tags involve generating textual or document-based content, but many others generate software, visual assets, metadata, files, or unrelated artifacts."
28,Noise Reduction | Voice Enhancement | Face Enhancement | Natural Language Enhancement | Noise Cancellation | Noise Removal | Room Echo Reduction | Sensory Language Enhancement | Tone Preservation,Mixed,"Most tags concern audio enhancement, but face and language enhancement tags represent distinct capabilities."
35,Bestselling Product Discovery | Catalog Updates | Ecommerce Data Analysis | Product Data Analysis | Product Detail Preservation | Product Link Analysis | Product Research | Product Set Curation | Product Updates | Sales Data Prediction,Mixed,"The cluster mixes product research and analytics with catalog maintenance, product updates, detail preservation, and curation."
39,AI Agent Deployment | Agent Deployment | AI App Deployment | AI Model Deployment | Conversational Agent Deployment | Custom Agent Building | Specialist Agent Deployment | Voice Agent Deployment,Good,
40,Internal Linking | Backlink Analysis | External Linking | File Linking | Internal Link Automation | Internal Link Building | Internal Link Generation | Internal Link Optimization | Internal Linking Optimization | URL Slug Standardization | Website Linking,Mixed,"Most tags concern internal linking, but backlink analysis, external linking, file linking, URL slug standardization, and broad website linking represent distinct capabilities."
50,Voice Cloning | Accent Conversion | Audio Format Conversion | Brand Voice Capture | Real-Time Voice Streaming | Share of Voice Measurement | Share Of Voice Tracking | Vocal Extraction | Voice Clone Detection | Voice Conversion | Voice Dubbing | Voice-to-Voice Conversion,Mixed,"Only about half the tags describe voice transformation or cloning, while the rest cover analytics, detection, extraction, streaming, and format conversion."
55,Ad Format Curation | Ad Monetization | Ad Scriptwriting | Ad Template Browsing | Advertising Analysis | Google Ads Automation | Job Advertising Management | Sales Script Recommendations,Bad,"The tags span unrelated functions such as content creation, template discovery, campaign management, monetization, and analysis, so no single capability covers half the cluster."
56,Competitor Analysis | Competitor Comparison | Competitor Monitoring | Side-by-Side Comparison | Commission Rate Analysis | Competitive Intelligence | Competitor Ad Analysis | Competitor Benchmarking | Competitor Content Monitoring | Competitor Creative Analysis | Competitor Insights | Competitor Intelligence | Competitor Sales Tracking | Competitor Visibility Benchmarking | Market Analysis | Marketplace Ranking Analysis | Stakeholder Profiling | Strategic Analysis | Unit Economics Analysis,Mixed,"Most tags concern competitor analysis or monitoring, but several cover unrelated market, financial, strategic, ranking, or stakeholder analysis capabilities."
57,Video Generation | Text-to-Video Generation | Image-to-Video Generation | Video Idea Generation | Script-to-Video Generation | Short Video Generation | Video Script Generation | Animated Video Generation | Idea-to-Video Generation | Image and Video Generation | Link-to-Video Generation | Marketing Video Generation | Multi-Format Video Generation | Multimedia Generation | Music Video Generation | News-to-Video Generation | Offer-to-Video Generation | PDP Video Creation | Podcast Video Creation | Product Video Generation | Reference-to-Video Generation | SMS-to-Video Generation | Template-Based Video Generation | URL-to-Video Generation | Video Style Generation | Video Variation Generation,Good,
59,Authentication Setup | Password Protection | Authentication | Authentication Management | Cookie Preference Management | Credential Management | End-to-End Encryption | Identity Preservation | Secure Data Handling | User Authentication | VPN User Identification,Mixed,"Most tags concern authentication and credential management, but several instead address privacy preferences, encryption, data security, or identity preservation."
62,Audio Generation | Music Generation | Sound Effect Generation | AI Sound Effects | Audio Lesson Creation | Audio Processing | Background Soundscape Generation | Focus Music Generation | MIDI Generation | Podcast Creation | Sleep Soundscapes | Sound Effects Generation | Sound Generation | Synchronized Audio Generation | WAV Download,Good,
70,Product Description Generation | AI Business Summarization | Business Description Generation | Business Jargon Simplification | Business Name Generation | Business Plan Generation | Job Description Generation | Meta Description Optimization | Terminology Management | Title and Description Generation,Mixed,"Only half of the tags concern description generation or optimization, while the others involve summarization, simplification, naming, planning, and terminology management."
71,Image Enhancement | Video Enhancement | Photo Enhancement | Video Denoising | Contrast Enhancement | Image Quality Analysis | Product Image Enhancement | Product Photo Enhancement | Resolution Enhancement | Video Quality Enhancement,Good,
86,A/B Testing | Automated Test Execution | Automated Testing | A/B Test Recommendations | Online Mock Tests | Personality Testing | Self-Healing Tests | Test Debugging | Test Scheduling | Test-Taking Strategies | Tool Testing,Mixed,"Most tags concern software test automation, while the rest cover experimentation, assessments, and test-taking guidance."
87,Web Search | Web Research | Search Console Integration | Bulk Search | Candidate Data Search | Case Law Search | Chord Finding | Community Search | Cross-Meeting Search | Deep Web Research | Document Search | Google Research | Google Search Console Integration | Literature Search | Meeting Search | Natural Language Site Queries | News Search | Raw Search Results | Research Retrieval | RFQ and RFI Search | Search History | Search Term Generation | Semantic Search | Source Retrieval | Web and File Search | Web Browsing,Good,
107,Conversation Analytics | Conversation Monitoring | Contextual Conversation Memory | Conversation Assignment | Conversation Guardrails | Conversation History | Conversation Import | Conversation Insights | Conversation Practice | Conversation Routing | Conversation Search | Conversation Sharing | Conversation Summarization | Conversation Testing | Conversation Translation | Conversational Answering | Conversational Practice | Conversational Responses | Natural Language Insights | Reddit Conversation Discovery | Roleplay Conversations | Social Listening,Bad,"The tags span unrelated capabilities including analytics, memory, routing, search, translation, moderation, and conversational interaction."
108,Social Media Publishing | App Publishing | Automatic Publishing | Content Publishing | WordPress Publishing | API Publishing | App Store Publishing | Automated Publishing | Bulk Publishing | CMS Publishing | Direct Social Publishing | Domain Publishing | Form Publishing | Post Publishing | Website Publishing,Good,
114,Voice Changing | Voice Input | Voice Messaging | Text-to-Voice | Voice Calling | Voice Control | Voice Conversation | Voice Conversations | Voice Isolation | Voice Narration | Voice Prompting | Voice Rehearsal | Voice Typing | Voice-to-Text Responses,Bad,"The tags share a voice modality but represent distinct capabilities such as communication, transcription, synthesis, control, isolation, and voice modification."
129,Silence Removal | Filler Word Removal | Stem Separation | Bad Take Removal | Echo Removal | Instrument Separation | Reverb Reduction | Stem Splitting | Vocal Removal | Vocal Separation,Mixed,"Only half the tags concern audio source separation, while the others cover speech editing and acoustic cleanup."
139,API Integration | API Access | REST API | API Connection | API Data Collection | API Endpoint Deployment | API Key Management | API Model Access | Conversion API Integration | Custom API Key Integration | Production API Access | Unified API Access,Good,
143,Workflow Automation | Workflow Integrations | Workflow Customization | Workflow Management | AI Workflow Automation | Automated Workflows | Code-Based Workflow Building | Workflow Builder | Workflow Configuration | Workflow Execution | Workflow Generation | Workflow Logging | Workflow Mapping | Workflow Monitoring | Workflow Optimization | Workflow Recipe Management | Workflow Scheduling,Good,
150,Writing Improvement | Character Consistency | Readability Improvement | Writing Enhancement | Character Insertion | Letter Template Selection | Standards Alignment | Typography Design | Typography Refinement | Typography Selection | Writing Style Adaptation | Writing Style Adjustment | Writing Style Learning,Bad,"The cluster mixes writing enhancement, typography operations, character editing, template selection, and standards alignment without a single capability covering half the tags."
151,AI Image Editing | AI Photo Editing | AI Portrait Generation | Portrait Editing | AI Editing | AI Inpainting | AI Portrait Editing | Body Pose Editing | Facial Expression Editing | Mask Editing,Good,
154,Model Comparison | Model Selection | Multi-Model Generation | Automatic Model Selection | Human Model Integration | Model Attribution | Model Evaluation | Model Fine-Tuning | Model Integration | Model Management | Model Switching | Model Training | Multi-Model Access | Multi-Model Reasoning | Multi-Model Selection | Multimodal Model Access,Bad,"The tags span distinct capabilities including model selection, evaluation, training, integration, access, and generation rather than one dominant function."
163,Color Palette Generation | Color Palette Selection | Color Scheme Selection,Good,
166,Image Generation | AI Image Generation | Text-to-Image Generation | Image-to-Image Generation | Thumbnail Generation | Visual Generation | Mind Map Generation | AI Photo Generation | Bulk Image Generation | Figure Generation | Graphic Generation | Multimodal Content Generation | Multimodal Creation | Multimodal Generation | MultiShot Scene Generation | Photorealistic Image Generation | Pose-to-Image Generation | Product Image Generation | Reference-Based Image Generation | Sketch-to-Image Generation | Text-Based Image Creation | Texture Generation | Thumbnail Creation | Thumbnail Variation Generation | Visual Effects Generation,Mixed,"Most tags concern image generation, but several describe broader multimodal creation or distinct capabilities such as mind maps and visual effects."
173,Team Collaboration | Real-Time Collaboration | Content Collaboration | Slack Collaboration | Workspace Collaboration,Good,
178,Model Routing | Call Routing | Adaptive Model Routing | Intelligent Model Routing | Intelligent Request Routing | Multi-Model AI Routing,Good,
179,Screen Recording | Keyboard Shortcut Capture | Screen and Camera Recording | Screen and Webcam Recording | Screenshot Annotation | Screenshot Capture | Screenshot-to-Mockup Conversion,Mixed,"Four tags involve screen capture or recording, while the others concern keyboard input capture, screenshot annotation, or mockup conversion."
183,Multi-Agent Orchestration | Parallel Agent Execution | Parallel Agent Sessions | Parallel Agent Workflows | Parallel Generation | Parallel Generations,Good,
188,Logo Generation | AI Logo Generation | Animated Logo Creation | Logo Design | Logo Integration | Logo Updates,Mixed,Logo integration and logo updates are distinct from the dominant capability of logo creation and design.
189,Template Customization | Content Customization | Website Customization | Anime Style Customization | Career Page Customization | Character Customization | Checkout Customization | Custom Modes | Design Customization | Guide Customization | Language Customization | Length Customization | Location Customization | Markup Customization | Organization Customization | Portal Customization | Style Customization | Thumbnail Customization | Timeline Customization,Good,
194,Data Storage | Meaning Preservation | Cloud Document Storage | Cloud File Management | Document Collection | Document Storage | File Storage Integration | Local Data Storage | Persistent File Storage | Smart Folders,Good,
195,AI Website Generation | AI Content Generation | AI Music Generation | AI App Generation | AI Script Generation | AI Art Generation | AI Visual Generation | AI Answer Generation | AI Application Generation | AI Book Generation | AI Chapter Generation | AI Character Generation | AI Diagram Generation | AI Graphics Generation | AI Post Generation | AI Presentation Generation | AI Prompt Generation | AI Soundtrack Generation | AI Store Generation | AI Story Generation | AI Text Generation | Learning Objective Generation,Good,
206,Platform Integrations | Cross-Platform Comparison | Cross-Platform Integration | Cross-Platform Repurposing | Educational Platform Integration | Multi-Platform Scheduling | Multi-platform Scheduling | OpenAI Compatibility | Platform Data Access | Platform Format Optimization | Platform Optimization,Bad,"The tags span distinct capabilities including integration, scheduling, comparison, repurposing, data access, and optimization."
207,Booking Management | Accommodation Recommendations | Appointment Booking | Calendar Booking | Visit Booking,Good,
214,Database Management | Backend Setup | Custom Database Lookup | Database Connection | Database Creation | Database Generation | Database Querying | Database Setup | E-commerce Setup,Mixed,"Most tags concern database setup or provisioning, but querying, lookup, and e-commerce setup represent distinct capabilities."
228,Test Generation | Diff Generation | Test Case Generation | Test Code Generation | Test Scenario Generation | Unit Test Generation,Good,
229,Layout Generation | Layout Design | Layout Editing | Auto Layout | Camera Layouts | Layout Suggestions | Multi-Screen Design | Page Addition | Poster Design | Room Redesign,Mixed,"Most tags involve visual layout creation or editing, but camera arrangement, page addition, poster design, and room redesign represent distinct capabilities."
233,Itinerary Management | Niche Exploration | Niche Research | Personalized Itinerary Generation | Topical Map Generation | User Journey Mapping,Bad,"The tags span niche research, itinerary planning, topical mapping, and user journey mapping rather than one shared capability."
236,Photo Retouching | Portrait Retouching | Skin Retouching,Good,
240,Structured Data Extraction | Data Enrichment | Data Extraction | Automated Data Extraction | Business Data Extraction | Candidate Data Enrichment | Data Cleaning | Data Parsing | Instrument Extraction | Scheduled Extraction | Web Data Extraction,Mixed,"Most tags concern data extraction, but data enrichment, cleaning, and parsing represent distinct capabilities."
246,Formula Generation | Business Logic Generation | Calculator Building | Conditional Branching | Conditional Logic | Custom Logic Generation | Distributed Inference | Estimate Generation | Formula Writing | Hook Generation | Insight Generation | Logic Generation | Policy Generation | Policy Inference | SQL Query Generation,Mixed,"Most tags concern generating formulas or executable logic, while inference, estimation, insight, policy, hook, and SQL capabilities are functionally distinct."
247,Pitch and Intonation Control | Pitch Control | Pitch Deck Creation | Pronunciation Control,Mixed,"Three tags involve speech or voice control, while pitch deck creation is a separate presentation-design capability."
